timestamp,x,y,z,vx,vy,vz
1560500328.5078638,-0.007100366563211412,0.4177163685995613,-0.012273568011191663,-0.061185944200366216,1.0133184647441964,0.037084486909439815
1560500328.575051,0.010051708718983586,0.5559481516341315,-0.005076207403906519,-0.019585183166606623,0.9998811274617907,0.03307821551997992
1560500328.7055864,-0.013470131376337693,0.677876507786509,0.027369971336178047,-0.10627001788389742,0.9892532633468586,0.08364772387052544
1560500328.7710812,-0.028001237871786128,0.7366285851200999,0.03226598138952909,-0.1567118359435491,0.9651739490142839,0.08214215393911857
1560500328.901325,-0.04776644665597761,0.8723556668374252,0.046374786867374014,-0.2125280697843694,0.9321216088310632,0.10910850721357927
1560500328.966966,-0.059595047604927856,0.9565581767607358,0.04575356867918344,-0.255271313989341,0.9927245002993643,0.1288465289573167
1560500329.033575,-0.07545047286346734,1.0235087964537928,0.04722998421119671,-0.2898040545807473,1.0167854269124221,0.12570861001484498
1560500329.1659248,-0.11200951598388272,1.1569308115651504,0.05841643096506343,-0.3136835023702011,0.9652503302591513,0.06391010592000738
1560500329.232665,-0.12735171377990664,1.2166987098586914,0.05854855982535388,-0.31945467603932565,0.9291637583967255,0.04363243771311848
1560500329.364471,-0.1645386205785362,1.333834763956272,0.05787076349001115,-0.351004876857668,0.9097008843352451,0.02423546503099862
1560500329.4305167,-0.16059774068432447,1.3720750665643462,0.044433815762555125,-0.29177769801760933,0.836270385539902,6.086747912117246e-05
1560500329.561911,-0.17602458893022302,1.4450738941413057,0.03872367504261039,-0.25027255857925723,0.6781895865796117,0.008507079214678255
1560500329.625721,-0.18462046682856714,1.485241841358643,0.04335938409143921,-0.22033226249554747,0.6411084432953953,0.04281557355510293
1560500329.7554386,-0.20702395457888467,1.5618597597951942,0.05368367124883746,-0.22941740811817268,0.5851336573521766,0.11640400928392053
1560500329.819869,-0.21795747093679285,1.5976111013285843,0.05087071331682545,-0.2175844653688872,0.5670952034180367,0.11490838068536961
1560500329.9496398,-0.23784677028525672,1.658426401192262,0.06190217857643082,-0.18068009514626002,0.44308076816437364,0.08125519384117402
1560500330.0130727,-0.24045705894655794,1.6860781397285283,0.06007662970710365,-0.12365398608173729,0.3812421938945421,0.05406209792386766
1560500330.077602,-0.2430061073746274,1.7085003539099914,0.05889480522793593,-0.09432252318420106,0.35170958823304965,0.036659251882089954
1560500330.2069974,-0.2550636088779654,1.7561927057015625,0.06458005825058595,-0.05961139571209569,0.33981560025006513,-0.006044665710946197
1560500330.3368645,-0.25424696748731845,1.7986433219291686,0.06212117275711126,0.09293303354836857,0.1993472928171281,-0.03983323105840225
1560500330.4023728,-0.2512576561674335,1.8188442576429025,0.06842960002309872,0.08877291203262881,0.1987911683774481,0.05812612821136126
1560500330.5342314,-0.23749387799933938,1.8435729004720292,0.08127091868896483,0.11481761823690874,0.18798068656499495,0.21627894565364278
1560500330.6669412,-0.2245814985303994,1.8582721574707248,0.10941848191646394,0.21325391831305038,0.03770560408043442,0.1999127356455058
1560500330.7996633,-0.20407652856069,1.8521184266927566,0.12388890021099379,0.25154524439446746,-0.023769925877222257,0.13075843271337453
1560500330.9975915,-0.1681894916985082,1.833878789529211,0.13431984767717325,0.33831189367023246,-0.20270837256453603,0.12239769599040559
1560500331.1289663,-0.14342426910008205,1.8172458058953864,0.1449451342105314,0.33496972505654155,-0.2563810905522037,0.14102461685095602
1560500331.2600324,-0.11790255301577535,1.7948038154894475,0.15402492539933432,0.3404706410508114,-0.2975934986761199,0.09113404662027184
1560500331.3262532,-0.13547168207055404,1.7910623720212877,0.15902881305370636,0.30027126747680233,-0.3561387690190861,0.07542609432371461
1560500331.3912027,-0.1314909377900529,1.78655311456778,0.15804195312244343,0.3170242268069563,-0.3932750857225569,0.04152066085584255
1560500331.5209262,-0.08895177242582039,1.7424870977991045,0.16270316736584545,0.3787868662283421,-0.4929561311827749,0.03924073331867074
1560500331.7111573,-0.016378798804727174,1.653092487648829,0.17074565395006047,0.44585172401042555,-0.6247166729403679,0.08088595773552099
1560500332.0372884,0.1499983518053081,1.4144702762946695,0.1877467450640729,0.5954006891182195,-0.9428091985411344,0.045584148839061436
1560500332.168952,0.2248043612023372,1.3074083109255321,0.1863128866058207,0.665273321282203,-1.0683024895748277,0.04165857830541161
1560500332.301356,0.31454747112823966,1.1911250951270769,0.18417329383485964,0.7397037635465648,-1.159017513201669,0.02980372120846925
1560500332.4329689,0.43052039796042474,1.0190940519643839,0.16539525864681878,0.844102150247561,-1.313240068461951,-0.0030038226958800773
1560500332.5639672,0.5511299586790919,0.8200313127697749,0.1524045437676729,0.9458691791606454,-1.5312353301343427,-0.04893477806012124
1560500332.6956387,0.6804799705008758,0.604388580584687,0.14842529055075085,1.035385101189315,-1.714013435572424,-0.03384010989483497
1560500332.8266714,0.8244687321792744,0.36890982860448585,0.14386797931915216,1.125326101654439,-1.9011465283353726,-0.025289225132143836
1560500332.959435,0.9775991078340422,0.10139729302785705,0.141865420378777,1.2024081016637764,-2.0905839638438213,-0.02594239443346364
1560500333.2231266,1.3200578930459779,-0.4991162564608618,0.1273131000056626,1.3521590684183455,-2.4566130510809963,-0.047793727638265636
1560500333.3561628,1.5102522063226065,-0.8351938599555389,0.12193547407105895,1.4299299481300127,-2.636166531539754,-0.0423384842314391
1560500333.5532732,1.8065181159071595,-1.3778936932077048,0.10907648326769007,1.5414733642362903,-2.8753227100574454,-0.05713370121404091
1560500333.6175885,1.912135998925679,-1.5634510989629726,0.10399358871259695,1.582531801339507,-2.9454442402745062,-0.056351291961634666
