1544582653235619072,-0.07610,0.00827,0.00207,0.99975,0.02189,0.00269,-0.00290,-0.24050,0.01090,-0.00104,
1544582653335575808,-0.13563,0.01404,-0.00483,0.99943,0.01656,-0.02921,-0.00334,-0.33905,-0.00387,0.00963,
1544582653435547648,-0.13149,0.00847,0.00374,0.99997,0.00578,0.00447,-0.00328,-0.31633,-0.00122,0.00656,
1544582653535596544,-0.11116,0.01615,0.00799,0.99965,0.02600,0.00404,-0.00372,-0.23992,0.01100,0.02637,
1544582653636684544,-0.17442,0.01130,0.00716,0.99987,0.00911,0.01244,-0.00382,-0.33003,0.01749,-0.01185,
1544582653735761152,-0.24787,0.01759,0.00250,0.99982,-0.01832,0.00386,-0.00417,-0.43895,0.01575,-0.03218,
1544582653835695360,-0.25822,0.01570,0.01271,0.99968,0.00994,0.02285,-0.00432,-0.39895,0.01868,-0.00960,
1544582653935691008,-0.32133,0.01341,-0.00475,0.99967,0.02291,-0.01108,-0.00377,-0.43851,-0.01755,-0.00273,
1544582654035777792,-0.35072,0.01173,-0.00905,0.99975,0.02184,-0.00367,-0.00387,-0.45250,0.01115,-0.00236,
1544582654135760896,-0.37572,0.01395,0.01943,0.99972,-0.00058,0.02339,-0.00414,-0.45431,0.03135,0.02211,
1544582654235706368,-0.39363,0.00116,0.03344,0.99950,-0.00486,0.03114,-0.00379,-0.44623,-0.01609,0.03121,
1544582654335711232,-0.48544,0.01301,0.00691,0.99986,0.00872,0.01381,-0.00417,-0.51443,0.01493,0.01183,
1544582654435725568,-0.47319,0.00143,0.04892,0.99940,-0.00457,0.03418,-0.00380,-0.46795,-0.01338,0.05137,
1544582654535738112,-0.53998,0.00410,0.00853,0.99986,0.00153,0.01583,-0.00414,-0.51051,0.02602,0.01370,
1544582654635714304,-0.54442,0.03436,0.05468,0.99946,-0.01263,0.02995,-0.00396,-0.44595,0.06414,0.05220,
1544582654735700480,-0.77025,0.01473,0.02165,0.99986,-0.00345,0.01561,-0.00416,-0.64344,0.02425,0.04650,
1544582654835820544,-0.60806,0.05382,0.05886,0.99939,-0.03105,0.01566,-0.00394,-0.44112,0.10195,0.07598,
1544582654935707648,-0.82525,0.00650,0.04969,0.99975,-0.00906,0.01988,-0.00373,-0.64269,-0.00725,0.05349,
1544582655035595008,-0.69512,0.07288,0.07286,0.99938,-0.03164,0.01483,-0.00391,-0.47485,0.09454,0.06924,
1544582655135718656,-0.96367,0.00965,0.03949,0.99980,-0.00333,0.01927,-0.00398,-0.72549,0.01201,-0.00530,
1544582655235788032,-0.80099,0.09700,0.07939,0.99940,-0.03145,0.01405,-0.00391,-0.51638,0.12939,0.02587,
1544582655335734784,-1.16814,0.02418,0.09107,0.99907,0.00154,0.04278,-0.00421,-0.83263,0.03713,0.04856,
1544582655435511296,-0.96713,0.08983,0.08443,0.99949,-0.02446,0.01989,-0.00423,-0.60803,0.09455,0.06244,
1544582655535709696,-0.96288,0.12382,0.09548,0.99943,-0.02958,0.01542,-0.00455,-0.55540,0.13307,0.08661,
1544582655635756288,-1.28612,0.03906,0.07903,0.99971,-0.01363,0.01942,-0.00414,-0.79246,0.01846,0.04145,
1544582655735790080,-1.15701,0.11431,0.11009,0.99949,-0.02286,0.02203,-0.00462,-0.66687,0.10663,0.07285,
1544582655835666176,-1.27203,0.04281,0.08227,0.99905,0.01155,0.04180,-0.00500,-0.72325,0.02416,0.05038,
1544582655935735552,-1.25392,0.11303,0.11192,0.99943,-0.01237,0.03103,-0.00467,-0.64771,0.09179,0.07319,
1544582656035725824,-1.25054,0.04152,0.08817,0.99939,0.00246,0.03442,-0.00532,-0.61536,0.00894,0.05423,
1544582656135623936,-1.30390,0.20679,0.14145,0.99938,-0.03081,0.01615,-0.00536,-0.61623,0.18079,0.09645,
1544582656235592960,-1.48005,0.12054,0.06995,0.99981,-0.01102,0.01555,-0.00517,-0.73733,0.08884,0.02603,
1544582656335678464,-1.41712,0.27745,0.18612,0.99897,-0.04499,0.00220,-0.00612,-0.63075,0.23514,0.09029,
1544582656435312384,-1.68817,0.08760,0.12089,0.99875,0.01319,0.04775,-0.00683,-0.82838,0.01393,0.04470,
1544582656535715072,-1.74897,0.10994,0.13211,0.99896,0.00786,0.04439,-0.00658,-0.80923,0.03839,0.06589,
1544582656635680000,-1.72163,0.08942,0.10739,0.99954,0.00011,0.02978,-0.00633,-0.75646,-0.00482,0.06265,
1544582656735727360,-1.73955,0.31818,0.18473,0.99933,-0.03414,0.01114,-0.00647,-0.70941,0.23493,0.12303,
1544582656835699200,-1.99823,0.12769,0.12729,0.99957,-0.00323,0.02853,-0.00657,-0.85047,0.03009,0.09591,
1544582656935595264,-1.85247,0.38024,0.20020,0.99935,-0.02875,0.02072,-0.00660,-0.70672,0.27691,0.12749,
1544582657035545856,-1.64658,0.34941,0.18983,0.99936,-0.01713,0.03067,-0.00644,-0.50516,0.24181,0.07441,
1544582657135615744,-1.78626,0.46622,0.21566,0.99929,-0.02596,0.02634,-0.00677,-0.55484,0.34018,0.09861,
1544582657237305600,-1.35957,0.49018,0.22279,0.99910,-0.02447,0.03395,-0.00674,-0.14406,0.37958,0.10708,
1544582657335788544,-0.41726,0.15553,0.10163,0.99977,-0.01476,0.01374,-0.00769,0.59519,0.07770,0.00586,
1544582657435715072,-0.47763,0.13919,0.10230,0.99988,-0.00799,0.01114,-0.00768,0.47874,0.00550,0.02185,
1544582657535680768,-0.43980,0.13309,0.10650,0.99981,-0.01771,-0.00065,-0.00774,0.45106,0.01275,0.01261,
1544582657635684608,-0.29925,0.13051,0.07410,0.99971,-0.00042,0.02268,-0.00805,0.51330,-0.04512,-0.06882,
1544582657735567872,-0.18304,0.12333,0.05329,0.99958,0.00584,0.02712,-0.00815,0.58766,-0.03548,-0.08157,
1544582657835751424,-0.02483,0.11983,0.02804,0.99935,0.01204,0.03279,-0.00855,0.69598,0.01681,-0.06091,
1544582657935639552,0.10290,0.12069,0.06285,0.99987,-0.00646,0.01208,-0.00845,0.77046,0.03849,0.02825,
1544582658035675136,0.29495,0.11829,0.02511,0.99944,0.00883,0.03104,-0.00906,0.85667,0.00286,-0.01357,
1544582658135946496,0.39558,0.11353,0.04069,0.99966,0.00367,0.02421,-0.00878,0.87593,-0.06222,-0.00998,
1544582658235704064,0.56348,0.10469,0.04639,0.99977,-0.00016,0.01956,-0.00859,0.92370,-0.06723,-0.04722,
1544582658335664640,0.67807,0.10311,0.01981,0.99960,0.00674,0.02573,-0.00941,0.90195,-0.00581,-0.09033,
1544582658435798016,0.74971,0.10720,0.01161,0.99962,0.00502,0.02532,-0.00979,0.91359,0.01560,-0.08205,
1544582658535780864,0.85933,0.10475,0.01897,0.99976,-0.00342,0.01947,-0.00981,0.95640,-0.00336,-0.05314,
1544582658635877888,0.96015,0.10230,0.01922,0.99976,0.00112,0.01951,-0.01017,0.98827,-0.00285,-0.02662,
1544582658735734784,1.06351,0.10031,0.02127,0.99974,-0.00071,0.02019,-0.01027,0.99644,-0.01872,0.01084,
1544582658835737088,1.17782,0.09734,0.02880,0.99975,-0.00130,0.01953,-0.01058,1.01998,-0.02971,0.02018,
